Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Courageous Outrider",1,61320,Uncommon,EMN,18/205,No
"Guardian of Pilgrims",1,61091,Common,EMN,30/205,Yes
"Guardian of Pilgrims",1,61090,Common,EMN,30/205,No
"Faith Unbroken",1,61072,Uncommon,EMN,24/205,No
"Faithbearer Paladin",1,61315,Common,EMN,25/205,Yes
"Werebear",1,33296,Common,TD0,A87/156,No
"Fireblast",1,37880,Common,TD0,B15/41,Yes
"Throttle",1,60114,Common,SOI,138/297,No
"To the Slaughter",1,60317,Rare,SOI,139/297,Yes
"Aphetto Alchemist",1,17817,Uncommon,ONS,64/350,No
"Aphetto Grifter",1,17654,Uncommon,ONS,65/350,Yes
"Reaver Drone",1,59517,Uncommon,OGW,76/184,No
"Sifter of Skulls",1,59534,Rare,OGW,77/184,Yes
"Concealed Courtyard",1,61860,Rare,KLD,245/264,Yes
"Concealed Courtyard",1,61859,Rare,KLD,245/264,No
"Aether Hub",1,62092,Uncommon,KLD,242/264,Yes
"Aether Hub",1,62091,Uncommon,KLD,242/264,No
"Gustcloak Harrier",1,17678,Common,ONS,34/350,Yes
"Gustcloak Harrier",1,17677,Common,ONS,34/350,No
"Thirsting Axe",1,61272,Uncommon,EMN,202/205,No
"Geier Reach Sanitarium",1,61281,Rare,EMN,203/205,Yes
"Illuminate",1,16082,Uncommon,AP,63/143,No
"Kavu Glider",1,16229,Common,AP,64/143,Yes
"Steam Vines",1,16511,Uncommon,OD,223/350,No
"Thermal Blast",1,16718,Common,OD,224/350,Yes
"Rancid Earth",1,17069,Common,TOR,78/143,No
"Restless Dreams",1,17190,Common,TOR,79/143,Yes
"Tranquil Thicket",1,18244,Common,ONS,326/350,Yes
"Tranquil Thicket",1,18243,Common,ONS,326/350,No
"Borderland Explorer",1,65776,Common,PZ2,/221,Yes
"Borderland Explorer",1,65775,Common,PZ2,/221,No
"Rites of Spring",1,16599,Common,OD,265/350,No
"Stone-Tongue Basilisk",1,16553,Rare,OD,276/350,No
"Wandering Stream",1,14969,Common,IN,224/350,No
"Nomadic Elf",1,14890,Common,IN,200/350,Yes
"Fighting Drake",1,19320,Uncommon,8ED,77/350,Yes
"Fighting Drake",1,19319,Uncommon,8ED,77/350,No
"Loxodon Mender",1,19776,Common,MRD,12/306,Yes
"Loxodon Mender",1,19775,Common,MRD,12/306,No
"Urza's Guilt",1,15251,Rare,PS,130/143,No
"Draco",1,15280,Rare,PS,131/143,Yes
"Death Pits of Rath",1,19015,Rare,8ED,125/350,No
"Deathgazer",1,19162,Uncommon,8ED,126/350,Yes
"Orim's Chant",1,15195,Rare,PS,11/143,No
"Planeswalker's Mirth",1,15212,Rare,PS,12/143,Yes
"Noble Templar",1,18776,Common,SCG,19/143,No
"Rain of Blades",1,18731,Uncommon,SCG,20/143,Yes
"Vengeful Dead",1,18789,Common,SCG,80/143,Yes
"Lethal Vapors",1,18800,Rare,SCG,68/143,No
"Flying Carpet",1,19637,Rare,8ED,301/350,No
"Fodder Cannon",1,19606,Uncommon,8ED,302/350,Yes
"Natural Affinity",1,19182,Rare,8ED,269/350,Yes
"Nantuko Disciple",1,19485,Common,8ED,268/350,No
"Pestilence",1,12409,Common,UZ,147/350,No
"Persecute",1,11805,Rare,UZ,146/350,No
"Skyshroud Vampire",1,9973,Uncommon,TE,157/350,No
"Souldrinker",1,9978,Uncommon,TE,158/350,Yes
"Hopping Automaton",1,12161,Uncommon,UZ,297/350,No
"Karn, Silver Golem",1,11779,Rare,UZ,298/350,No
"Kami of the Palace Fields",1,21038,Uncommon,CHK,24/306,Yes
"Kami of the Palace Fields",1,21037,Uncommon,CHK,24/306,No
"Circle of Protection: White",1,9669,Common,TE,13/350,No
"Clergy en-Vec",1,9660,Common,TE,14/350,Yes
"Destructive Flow",1,15234,Rare,PS,102/143,Yes
"Destructive Flow",1,15233,Rare,PS,102/143,No
"Viridian Longbow",1,19736,Common,MRD,270/306,Yes
"Viridian Longbow",1,19735,Common,MRD,270/306,No
"Master Healer",1,19352,Rare,8ED,30/350,Yes
"Savannah Lions",1,19550,Rare,8ED,43/350,Yes
"Circle of Protection: Green",1,19296,Uncommon,8ED,12/350,Yes
"Circle of Protection: Green",1,19295,Uncommon,8ED,12/350,No
"Rack and Ruin",1,12701,Uncommon,UL,89/143,No
"Ghitu War Cry",1,12718,Uncommon,UL,78/143,Yes
"Boil",1,15394,Uncommon,7E,177/350,No
"Crimson Hellkite",1,15441,Rare,7E,178/350,Yes
"Mirror Golem",1,20118,Uncommon,MRD,208/306,Yes
"Mirror Golem",1,20117,Uncommon,MRD,208/306,No
"Mawcor",1,15678,Rare,7E,87/350,No
"Memory Lapse",1,15685,Common,7E,88/350,Yes
"Isochron Scepter",1,19666,Uncommon,MRD,188/306,Yes
"Isochron Scepter",1,19665,Uncommon,MRD,188/306,No
"Spellweaver Helix",1,20084,Rare,MRD,247/306,Yes
"Spellweaver Helix",1,20083,Rare,MRD,247/306,No
"Congregate",1,12462,Common,UZ,8/350,Yes
"Forbidding Watchtower",1,12729,Uncommon,UL,140/143,No
"Harrow",1,10026,Uncommon,TE,230/350,Yes
"Harrow",1,10025,Uncommon,TE,230/350,No
"Cosmic Larva",1,20656,Rare,5DN,63/165,No
"Feedback Bolt",1,20671,Uncommon,5DN,64/165,Yes
"Vampiric Tutor",1,7778,Rare,VI,72/167,Yes
"Vampiric Tutor",1,7777,Rare,VI,72/167,No
"Oxidda Golem",1,31617,Common,DD2,46/62,No
"Chartooth Cougar",1,31603,Common,DD2,47/62,Yes
"Wasp Lancer",1,29698,Uncommon,SHM,179/301,Yes
"Kulrath Knight",1,29558,Uncommon,SHM,190/301,Yes
"Kyren Legate",1,13181,Uncommon,MM,197/350,No
"Kyren Negotiations",1,13314,Uncommon,MM,198/350,Yes
"Disease Carriers",1,12830,Common,UD,57/143,Yes
"Scent of Brine",1,12951,Common,UD,45/143,No
"Pangosaur",1,13620,Rare,MM,261/350,Yes
"Pangosaur",1,13619,Rare,MM,261/350,No
"Defiant Vanguard",1,13874,Uncommon,NE,7/143,Yes
"Defiant Vanguard",1,13873,Uncommon,NE,7/143,No
"Swamp",1,32100,Basic Land,DDC,61/62,No
"Swamp",1,32188,Basic Land,DDC,62/62,Yes
"Umbral Mantle",1,29640,Uncommon,SHM,267/301,Yes
"Umbral Mantle",1,29639,Uncommon,SHM,267/301,No
"Mana Cylix",1,31932,Common,CON,138/145,Yes
"Mana Cylix",1,31931,Common,CON,138/145,No
"Dregscape Zombie",1,30907,Common,ALA,74/249,No
"Executioner's Capsule",1,30968,Common,ALA,75/249,Yes
"Angel's Feather",1,32179,Uncommon,DDC,23/62,Yes
"Righteous Cause",1,32170,Uncommon,DDC,22/62,Yes
"Elvish Hexhunter",1,29321,Common,SHM,226/301,No
"Fracturing Gust",1,29506,Rare,SHM,227/301,Yes
"Swamp",1,29750,Basic Land,SHM,290/301,Yes
"Sapseep Forest",1,29391,Uncommon,SHM,279/301,No
"Confound",1,15325,Common,PS,22/143,No
"Slinking Serpent",1,14654,Uncommon,IN,274/350,Yes
"Tsabo's Web",1,14906,Rare,IN,317/350,Yes
"Phyrexian Altar",1,14641,Rare,IN,306/350,No
"Ajani Vengeant",1,30924,Mythic Rare,ALA,154/249,Yes
"Empyrial Archangel",1,31174,Mythic Rare,ALA,166/249,Yes
"Jolrael's Favor",1,14118,Common,PR,116/143,Yes
"Jolrael's Favor",1,14117,Common,PR,116/143,No
"Corpse Connoisseur",1,31271,Uncommon,ALA,68/249,No
"Cunning Lethemancer",1,31298,Rare,ALA,69/249,Yes
"Notorious Throng",1,29015,Rare,MOR,45/150,Yes
"Notorious Throng",1,29014,Rare,MOR,45/150,No
"Obelisk of Jund",1,30961,Common,ALA,215/249,No
"Titanic Ultimatum",1,30914,Rare,ALA,204/249,Yes
"Diving Griffin",1,14237,Common,PR,6/143,No
"Entangler",1,14226,Uncommon,PR,7/143,Yes
"Sanctum Gargoyle",1,30989,Common,ALA,24/249,No
"Scourglass",1,30926,Rare,ALA,25/249,Yes
"Royal Decree",1,30720,Rare,ME2,31/245,No
"Royal Trooper",1,30787,Common,ME2,32/245,Yes
"Browse",1,30653,Uncommon,ME2,43/245,Yes
"Marjhan",1,30633,Rare,ME2,54/245,Yes
"Stoic Angel",1,31256,Rare,ALA,199/249,Yes
"Stoic Angel",1,31255,Rare,ALA,199/249,No
"Alexi, Zephyr Mage",1,14281,Rare,PR,28/143,No
"Alexi's Cloak",1,14054,Common,PR,29/143,Yes
"Vicious Hunger",1,13864,Common,NE,74/143,Yes
"Parallax Nexus",1,13749,Rare,NE,63/143,No
"Living Terrain",1,14125,Uncommon,PR,117/143,No
"Veteran Brawlers",1,14234,Rare,PR,106/143,Yes
"Gloomwidow",1,29522,Uncommon,SHM,117/301,Yes
"Gloomwidow",1,29521,Uncommon,SHM,117/301,No
"Kor Haven",1,13961,Rare,NE,141/143,No
"Rath's Edge",1,13972,Rare,NE,142/143,Yes
"Squallmonger",1,13339,Uncommon,MM,276/350,No
"Stamina",1,13482,Uncommon,MM,277/350,Yes
"Skeletal Kathari",1,30981,Common,ALA,88/249,No
"Tar Fiend",1,31168,Rare,ALA,89/249,Yes
"Death Charmer",1,14124,Common,PR,61/143,Yes
"Death Charmer",1,14123,Common,PR,61/143,No
"Welkin Guide",1,31302,Common,ALA,30/249,Yes
"Welkin Guide",1,31301,Common,ALA,30/249,No
"Savannah",1,30303,Rare,ME2,235/245,Yes
"Savannah",1,30302,Rare,ME2,235/245,No
"Cloak and Dagger",1,29023,Uncommon,MOR,141/150,Yes
"Cloak and Dagger",1,29022,Uncommon,MOR,141/150,No
"Stenchskipper",1,29171,Rare,MOR,79/150,Yes
"Stenchskipper",1,29170,Rare,MOR,79/150,No
"Field Surgeon",1,12773,Common,UD,8/143,No
"Flicker",1,12782,Rare,UD,9/143,Yes
"Veinfire Borderpost",1,32473,Common,ARB,48/145,Yes
"Veinfire Borderpost",1,32472,Common,ARB,48/145,No
"Noxious Field",1,14137,Uncommon,PR,70/143,No
"Outbreak",1,14278,Uncommon,PR,71/143,Yes
"Snag",1,14090,Uncommon,PR,124/143,Yes
"Snag",1,14089,Uncommon,PR,124/143,No
"Saprazzan Bailiff",1,13579,Rare,MM,97/350,No
"Saprazzan Breaker",1,13632,Uncommon,MM,98/350,Yes
"Well of Discovery",1,14214,Rare,PR,140/143,Yes
"Well of Discovery",1,14213,Rare,PR,140/143,No
"Lurebound Scarecrow",1,29696,Uncommon,SHM,256/301,Yes
"Lurebound Scarecrow",1,29695,Uncommon,SHM,256/301,No
"Storm Spirit",1,30575,Rare,ME2,198/245,Yes
"Storm Spirit",1,30574,Rare,ME2,198/245,No
"Pithing Needle",1,33058,Rare,M10,217/249,Yes
"Ornithopter",1,32951,Uncommon,M10,216/249,No
"Desert Twister",1,13453,Uncommon,MM,243/350,No
"Caller of the Hunt",1,13118,Rare,MM,233/350,Yes
"Reveille Squad",1,14164,Uncommon,PR,18/143,Yes
"Rhystic Circle",1,14166,Common,PR,19/143,Yes
"Wild Might",1,14218,Common,PR,134/143,Yes
"Wild Might",1,14217,Common,PR,134/143,No
"Glacial Fortress",1,32818,Rare,M10,226/249,Yes
"Glacial Fortress",1,32817,Rare,M10,226/249,No
"Prickly Boggart",1,29071,Common,MOR,74/150,Yes
"Prickly Boggart",1,29070,Common,MOR,74/150,No
"Dreadwing",1,31701,Uncommon,CON,43/145,No
"Extractor Demon",1,31922,Rare,CON,44/145,Yes
"Mana Reflection",1,29498,Rare,SHM,122/301,Yes
"Mana Reflection",1,29497,Rare,SHM,122/301,No
"Misstep",1,13648,Common,MM,88/350,Yes
"Misstep",1,13647,Common,MM,88/350,No
"Demon's Horn",1,32178,Uncommon,DDC,57/62,Yes
"Demon's Horn",1,32089,Uncommon,DDC,57/62,No
"Deadly Insect",1,13255,Common,MM,238/350,No
"Deepwood Drummer",1,13242,Common,MM,239/350,Yes
"Worldly Counsel",1,31675,Common,CON,39/145,No
"Absorb Vis",1,31772,Common,CON,40/145,Yes
"Burrenton Shield-Bearers",1,29055,Common,MOR,4/150,Yes
"Burrenton Shield-Bearers",1,29054,Common,MOR,4/150,No
"Oona's Blackguard",1,29163,Uncommon,MOR,72/150,Yes
"Oona's Blackguard",1,29162,Uncommon,MOR,72/150,No
"Thunderclap",1,13662,Common,MM,219/350,Yes
"Pulverize",1,13215,Rare,MM,207/350,No
"Singe-Mind Ogre",1,32225,Common,ARB,45/145,Yes
"Singe-Mind Ogre",1,32224,Common,ARB,45/145,No
"Lat-Nam's Legacy",1,30688,Common,ME2,52/245,No
"Magus of the Unseen",1,30501,Rare,ME2,53/245,Yes
"Rakeclaw Gargantuan",1,31237,Common,ALA,186/249,No
"Realm Razer",1,30972,Rare,ALA,187/249,Yes
"Fledgling Osprey",1,12797,Common,UD,33/143,No
"Illuminated Wings",1,13004,Common,UD,34/143,Yes
"Wildfire",1,15980,Rare,7E,228/350,No
"Anaconda",1,15347,Uncommon,7E,229/350,Yes
"Exotic Orchard",1,31940,Rare,CON,142/145,Yes
"Exotic Orchard",1,31939,Rare,CON,142/145,No
"Mesmeric Trance",1,30503,Rare,ME2,55/245,Yes
"Sibilant Spirit",1,30547,Rare,ME2,67/245,Yes
"Jhessian Lookout",1,31257,Common,ALA,46/249,No
"Kathari Screecher",1,30910,Common,ALA,47/249,Yes
"Sigil Captain",1,32286,Uncommon,ARB,77/145,No
"Sigil of the Nayan Gods",1,32351,Common,ARB,78/145,Yes
"Callow Jushi",1,21749,Uncommon,BOK,31/165,No
"Yomiji, Who Bars the Way",1,21777,Rare,BOK,30/165,No
"Inner Fire",1,22134,Common,SOK,105/165,No
"Into the Fray",1,21943,Common,SOK,106/165,Yes
"Booby Trap",1,22327,Rare,9ED,289/350,No
"Chisei, Heart of Oceans",1,21664,Rare,BOK,32/165,Yes
"Lord of the Undead",1,27450,Rare,10E,155/383,No
"Mass of Ghouls",1,27039,Common,10E,156/383,Yes
"Exhaustion",1,22424,Uncommon,9ED,76/350,Yes
"Exhaustion",1,22423,Uncommon,9ED,76/350,No
"Dark Heart of the Wood",1,23401,Uncommon,RAV,200/306,Yes
"Dark Heart of the Wood",1,23400,Uncommon,RAV,200/306,No
"Moonwing Moth",1,22122,Common,SOK,20/165,No
"Enduring Ideal",1,22175,Rare,SOK,9/165,Yes
"Mindleech Mass",1,23444,Rare,RAV,215/306,No
"Moroii",1,23039,Uncommon,RAV,216/306,Yes
"Spectral Searchlight",1,23380,Uncommon,RAV,271/306,No
"Glass Golem",1,23063,Uncommon,RAV,261/306,Yes
"Hunted Wumpus",1,22791,Uncommon,9ED,248/350,No
"Kavu Climber",1,22512,Common,9ED,249/350,Yes
"Mana Leak",1,22351,Common,9ED,86/350,No
"Mind Bend",1,22768,Rare,9ED,87/350,Yes
"Zombify",1,22675,Uncommon,9ED,171/350,No
"Anaba Shaman",1,22872,Common,9ED,172/350,Yes
"Persecute",1,22413,Rare,9ED,151/350,No
"Phyrexian Arena",1,22772,Rare,9ED,152/350,Yes
"Ward of Bones",1,30279,Rare,EVE,174/180,Yes
"Ward of Bones",1,30278,Rare,EVE,174/180,No
"Hobgoblin Dragoon",1,29973,Common,EVE,142/180,Yes
"Hobgoblin Dragoon",1,29972,Common,EVE,142/180,No
"Cold-Eyed Selkie",1,30121,Rare,EVE,149/180,Yes
"Cold-Eyed Selkie",1,30120,Rare,EVE,149/180,No
"Savage Conception",1,30105,Uncommon,EVE,75/180,Yes
"Savage Conception",1,30104,Uncommon,EVE,75/180,No
"Cankerous Thirst",1,30181,Uncommon,EVE,116/180,Yes
"Cankerous Thirst",1,30180,Uncommon,EVE,116/180,No
"Bazaar Trader",1,35579,Rare,WWK,72/145,No
"Akoum Battlesinger",1,35781,Common,WWK,71/145,No
"Slingbow Trap",1,35791,Uncommon,WWK,111/145,No
"Snapping Creeper",1,35582,Common,WWK,112/145,Yes
"Kozilek, Butcher of Truth",1,36628,Mythic Rare,ROE,6/248,No
"It That Betrays",1,36739,Rare,ROE,7/248,Yes
"Hoarding Dragon",1,37495,Rare,M11,144/249,Yes
"Hoarding Dragon",1,37494,Rare,M11,144/249,No
"Rumbling Slum",1,44763,Rare,PC1,93/169,Yes
"Rumbling Slum",1,44762,Rare,PC1,93/169,No
"Boros Signet",1,44761,Common,PC1,107/169,Yes
"Boros Signet",1,44760,Common,PC1,107/169,No
"Death Baron",1,44453,Rare,PC1,25/169,Yes
"Death Baron",1,44452,Rare,PC1,25/169,No
"Smokebraider",1,44377,Common,PC1,66/169,Yes
"Smokebraider",1,44376,Common,PC1,66/169,No
"Island",1,34846,Basic Land,ZEN,235/249,No
"Island",1,34727,Basic Land,ZEN,235/249,Yes
"Wei Infantry",1,33893,Common,ME3,80/230,Yes
"Wei Elite Companions",1,33809,Common,ME3,79/230,Yes
"Niv-Mizzet, the Firemind",1,23776,Rare,GPT,123/165,Yes
"Niv-Mizzet, the Firemind",1,23775,Rare,GPT,123/165,No
"Ghost Council of Orzhova",1,23728,Rare,GPT,114/165,Yes
"Ghost Council of Orzhova",1,23727,Rare,GPT,114/165,No
"Novijen, Heart of Progress",1,24048,Uncommon,DIS,175/180,Yes
"Novijen, Heart of Progress",1,24047,Uncommon,DIS,175/180,No
"Simic Signet",1,24015,Common,DIS,166/180,No
"Skullmead Cauldron",1,24152,Uncommon,DIS,167/180,Yes
"Simic Guildmage",1,24013,Uncommon,DIS,148/180,No
"Azorius Signet",1,24024,Common,DIS,159/180,Yes
"Orzhov Euthanist",1,23707,Common,GPT,54/165,No
"Ostiary Thrull",1,23800,Common,GPT,55/165,Yes
"Assault Zeppelid",1,24062,Common,DIS,103/180,Yes
"Assault Zeppelid",1,24061,Common,DIS,103/180,No
"Dauthi Mercenary",1,52694,Common,VMA,114/325,Yes
"Dauthi Mercenary",1,52693,Common,VMA,114/325,No
"Ensoul Artifact",1,53603,Uncommon,M15,54/269,Yes
"Jorubai Murk Lurker",1,53619,Uncommon,M15,65/269,Yes
"Kapsho Kitefins",1,53552,Uncommon,M15,66/269,No
"Jorubai Murk Lurker",1,53618,Uncommon,M15,65/269,No
"Chained to the Rocks",1,50252,Rare,THS,4/249,No
"Chosen by Heliod",1,50323,Common,THS,5/249,Yes
"Aether Adept",1,52405,Common,DDM,12/88,No
"Archaeomancer",1,52430,Common,DDM,13/88,Yes
"Regathan Firecat",1,49444,Common,M14,150/249,Yes
"Regathan Firecat",1,49443,Common,M14,150/249,No
"Swamp",1,51108,Basic Land,C13,345/356,No
"Act of Treason",1,47610,Common,GTC,85/249,Yes
"Homing Lightning",1,47680,Uncommon,GTC,96/249,Yes
"Jace's Phantasm",1,52431,Uncommon,DDM,3/88,No
"Phantasmal Bear",1,52412,Common,DDM,4/88,Yes
"Mortify",1,48157,Uncommon,DDK,25/80,No
"Court Street Denizen",1,47633,Common,GTC,8/249,No
"Acidic Slime",1,52375,Uncommon,DDM,64/88,No
"Drooling Groodion",1,52519,Uncommon,DDM,65/88,Yes
"Banisher Priest",1,49570,Uncommon,M14,7/249,Yes
"Auramancer",1,49242,Common,M14,6/249,Yes
"Auramancer",1,49241,Common,M14,6/249,No
"Basking Rootwalla",1,52963,Common,VMA,196/325,No
"Berserk",1,52856,Rare,VMA,197/325,Yes
"Golgari Guildgate",1,48369,Common,DGM,149/156,Yes
"Golgari Guildgate",1,48368,Common,DGM,149/156,No
"Dimir Guildgate",1,48381,Common,DGM,148/156,Yes
"Dimir Guildgate",1,48380,Common,DGM,148/156,No
"Sanctified Charge",1,53721,Common,M15,30/269,Yes
"Sanctified Charge",1,53720,Common,M15,30/269,No
"Urza's Tower",1,38788,Basic Land,ME4,259/260,No
"Urza's Mine",1,38775,Basic Land,ME4,257/260,Yes
"Mass Calcify",1,53283,Rare,M15,18/269,Yes
"Mass Calcify",1,53282,Rare,M15,18/269,No
"Banishing Light",1,52215,Uncommon,JOU,5/165,Yes
"Banishing Light",1,52214,Uncommon,JOU,5/165,No
"Izzet Guildgate",1,46809,Common,RTR,242/274,No
"Overgrown Tomb",1,46508,Rare,RTR,243/274,Yes
"Carrion Crow",1,53676,Common,M15,88/269,No
"Caustic Tar",1,53749,Uncommon,M15,89/269,Yes
"Deadbridge Goliath",1,46753,Rare,RTR,120/274,No
"Death's Presence",1,46756,Rare,RTR,121/274,Yes
"Karn, Silver Golem",1,52749,Rare,VMA,270/325,No
"Lion's Eye Diamond",1,53222,Mythic Rare,VMA,271/325,Yes
"Spirespine",1,52079,Uncommon,JOU,142/165,Yes
"Spirespine",1,52078,Uncommon,JOU,142/165,No
"Contagion Engine",1,38352,Rare,SOM,145/249,Yes
"Contagion Engine",1,38351,Rare,SOM,145/249,No
"Burrenton Forge-Tender",1,65908,Uncommon,IMA,14/249,Yes
"Burrenton Forge-Tender",1,65907,Uncommon,IMA,14/249,No
"Tumble Magnet",1,38320,Common,SOM,218/249,Yes
"Strata Scythe",1,38179,Rare,SOM,206/249,No
"Ramunap Ruins",1,64887,Uncommon,HOU,181/199,Yes
"Ramunap Ruins",1,64886,Uncommon,HOU,181/199,No
"Duskdale Wurm",1,66202,Common,IMA,161/249,Yes
"Dragon Tempest",1,66129,Uncommon,IMA,125/249,No
"Mutilate",1,45653,Rare,M13,102/249,Yes
"Mutilate",1,45652,Rare,M13,102/249,No
"Forest",1,65587,Basic Land,XLN,278/279,Yes
"Forest",1,65586,Basic Land,XLN,278/279,No
"Wall of Torches",1,41405,Common,M12,159/249,No
"Lightning Elemental",1,41284,Common,M12,149/249,Yes
"Oblivion Ring",1,43674,Uncommon,DDI,28/77,No
"Safe Passage",1,43687,Common,DDI,29/77,Yes
"Preordain",1,37389,Common,M11,70/249,Yes
"Preordain",1,37388,Common,M11,70/249,No
"Brindle Boar",1,41314,Common,M12,167/249,Yes
"Brindle Boar",1,41313,Common,M12,167/249,No
"Jace's Archivist",1,41488,Rare,M12,59/249,Yes
"Jace's Archivist",1,41487,Rare,M12,59/249,No
"Walking Corpse",1,42674,Common,ISD,126/264,No
"Ancient Grudge",1,42619,Common,ISD,127/264,Yes
"Tibalt, the Fiend-Blooded",1,44235,Mythic Rare,AVR,161/244,No
"Tyrant of Discord",1,44226,Rare,AVR,162/244,Yes
"Paladin of Prahv",1,40446,Uncommon,DDG,22/81,No
"Harm's Way",1,40103,Uncommon,DDG,23/81,Yes
"Flayer of the Hatebound",1,43425,Rare,DKA,89/158,No
"Fling",1,43456,Common,DKA,90/158,Yes
"Dagger of the Worthy",1,64844,Uncommon,HOU,160/199,No
"The Locust God",1,64762,Mythic Rare,HOU,139/199,No
"Swashbuckling",1,65351,Common,XLN,167/279,Yes
"Swashbuckling",1,65350,Common,XLN,167/279,No
"Brutalizer Exarch",1,39786,Uncommon,NPH,105/175,No
"Chancellor of the Tangle",1,39853,Rare,NPH,106/175,Yes
"Skirsdag Flayer",1,43322,Uncommon,DKA,74/158,Yes
"Skirsdag Flayer",1,43321,Uncommon,DKA,74/158,No
"Unwinding Clock",1,39872,Rare,NPH,164/175,No
"Phyrexia's Core",1,39805,Uncommon,NPH,165/175,Yes
"Acorn Catapult",1,40632,Rare,CMD,241/318,No
"Armillary Sphere",1,40871,Common,CMD,242/318,Yes
"Plains",1,45322,Basic Land,M13,230/249,No
"Plains",1,45409,Basic Land,M13,231/249,Yes
"Terminate",1,63519,Uncommon,MM3,194/249,No
"Thundersong Trumpeter",1,63062,Uncommon,MM3,195/249,Yes
"Repeating Barrage",1,65328,Rare,XLN,156/279,No
"Rigging Runner",1,65331,Uncommon,XLN,157/279,Yes
"Slaughter Pact",1,64950,Bonus,MS3,44/54,No
"Thoughtseize",1,64953,Bonus,MS3,45/54,Yes
"Goblin Cratermaker",1,69579,Uncommon,GRN,103/259,No
"Barging Sergeant",1,69558,Common,GRN,92/259,Yes
"Sunscorch Regent",1,56197,Rare,DTK,41/264,Yes
"Sunscorch Regent",1,56196,Rare,DTK,41/264,No
"Flower/Flourish",1,69850,Uncommon,GRN,,Yes
"Flower/Flourish",1,69849,Uncommon,GRN,,No
"Culling Dais",1,57245,Uncommon,MM2,207/249,Yes
"Culling Dais",1,57244,Uncommon,MM2,207/249,No
"Quasiduplicate",1,69475,Rare,GRN,51/259,No
"Radical Idea",1,69478,Common,GRN,52/259,Yes
"Sword of Feast and Famine",1,62174,Bonus,MS2,28/54,Yes
"Grindstone",1,62950,Bonus,MS2,39/54,Yes
"Magmatic Chasm",1,56412,Common,DTK,148/264,No
"Qal Sisma Behemoth",1,55995,Uncommon,DTK,149/264,Yes
"Cursecatcher",1,67021,Uncommon,A25,53/249,Yes
"Cursecatcher",1,67020,Uncommon,A25,53/249,No
"Oblivion Stone",1,62954,Bonus,MS2,41/54,Yes
"Oblivion Stone",1,62953,Bonus,MS2,41/54,No
"Land Tax",1,68916,Mythic Rare,BBD,94/254,No
"Lightwalker",1,68919,Common,BBD,95/254,Yes
"Plains",1,64175,Basic Land,AKH,256/269,Yes
"Grasping Dunes",1,64150,Uncommon,AKH,244/269,No
"Solemn Simulacrum",1,62170,Bonus,MS2,25/54,Yes
"Solemn Simulacrum",1,62169,Bonus,MS2,25/54,No
"Kindled Fury",1,56230,Common,DTK,142/264,No
"Kolaghan Aspirant",1,56159,Common,DTK,143/264,Yes
"Swamp",1,54803,Basic Land,C14,328/337,No
"Swamp",1,54792,Basic Land,C14,329/337,Yes
"Mage il-Vec",1,56932,Uncommon,TPR,140/269,No
"Rootbreaker Wurm",1,56461,Uncommon,TPR,190/269,Yes
"Amaranthine Wall",1,67885,Uncommon,DAR,210/269,No
"Jousting Lance",1,67907,Common,DAR,221/269,No
"Tainted Remedy",1,57953,Rare,ORI,120/272,Yes
"Tainted Remedy",1,57952,Rare,ORI,120/272,No
"Bishop of Binding",1,66458,Rare,RIX,2/196,Yes
"Bishop of Binding",1,66457,Rare,RIX,2/196,No
"Elvish Clancaller",1,68520,Rare,M19,179/280,Yes
"Dryad Greenseeker",1,68517,Uncommon,M19,178/280,No
"Shaper Parasite",1,54636,Common,C14,125/337,Yes
"Shaper Parasite",1,54635,Common,C14,125/337,No
"Tezzeret's Gambit",1,57327,Uncommon,MM2,63/249,Yes
"Mulldrifter",1,57022,Uncommon,MM2,51/249,No
"Azor's Gateway",2,66816,Mythic Rare,RIX,176/196,Yes
"Azor's Gateway",2,66815,Mythic Rare,RIX,176/196,No
"Arlinn Kord",2,66401,Mythic Rare,V17,3/15,No
"Bloodline Keeper",2,66406,Mythic Rare,V17,4/15,Yes
"Akroan Sergeant",1,57790,Common,ORI,130/272,No
"Avaricious Dragon",1,58039,Mythic Rare,ORI,131/272,Yes
"Spectral Shepherd",1,59978,Uncommon,SOI,38/297,No
"Stern Constable",1,60001,Common,SOI,39/297,Yes
"Vow of Malice",1,59063,Uncommon,PZ1,51/149,No
"Wretched Confluence",1,59216,Rare,PZ1,52/149,Yes
"Boiling Earth",1,58437,Common,BFZ,142/274,No
"Chasm Guide",1,58420,Uncommon,BFZ,143/274,Yes
"Akoum Firebird",1,58643,Mythic Rare,BFZ,138/274,No
"Akoum Hellkite",1,58748,Rare,BFZ,139/274,Yes
"Golden Wish",1,17433,Rare,JUD,12/143,Yes
"Ancestor's Chosen",1,17408,Uncommon,JUD,1/143,No
"Ghostly Wings",1,17131,Common,TOR,38/143,No
"Hydromorph Guardian",1,17122,Common,TOR,39/143,Yes
"From Beyond",1,58503,Rare,BFZ,167/274,No
"Unnatural Aggression",1,58764,Common,BFZ,168/274,Yes
"Grinning Demon",1,17967,Rare,ONS,153/350,No
"Haunted Cadaver",1,17928,Common,ONS,154/350,Yes
"Confront the Unknown",1,60155,Common,SOI,198/297,Yes
"Confront the Unknown",1,60154,Common,SOI,198/297,No
"Molder Slug",1,20091,Rare,MRD,125/306,No
